Time,LeftRate,RightRate,EstX,EstY,EstTheta,GoalX,GoalY,GoalTheta,LeftVolt,RightVolt,LeftVelRef,RightVelRef,EstLeftVel,EstRightVel
5.689,1.38901,2.18633,4.35464,0.0655535,0.193784,4.36229,0.201196,0.18848,-2.89935,3.17961,1.59074,2.31152,1.58633,2.24354
5.694,1.59019,2.34177,4.36413,0.0674422,0.19657,4.37127,0.202955,0.193606,-2.08749,3.6693,1.55326,2.31064,1.43594,2.21332
5.699,1.5913,2.25637,4.37316,0.0692697,0.199655,4.38009,0.204734,0.198992,-5.29041,0.38439,1.50554,2.29695,1.48536,2.27998
5.704,1.83494,2.15951,4.38247,0.0711859,0.202941,4.38886,0.206556,0.204733,-2.4027,5.95737,1.47493,2.31397,1.5161,2.28501
5.709,1.52301,2.12839,4.39186,0.0731524,0.206345,4.39748,0.2084,0.210783,-9.07485,1.21453,1.42148,2.30081,1.63966,2.20657
5.714,1.84603,2.32394,4.40136,0.0751817,0.210513,4.40606,0.210293,0.217255,-4.31879,7.42311,1.38594,2.32056,1.51898,2.19073
5.719,1.35369,2.25971,4.41051,0.0771724,0.214152,4.41447,0.212211,0.224097,-10.8819,1.05009,1.32792,2.31106,1.63652,2.2721
5.724,1.4735,2.22457,4.42015,0.0793029,0.217583,4.42277,0.214167,0.231391,-7.6351,3.88016,1.27434,2.31837,1.39827,2.277
5.729,1.37235,2.13037,4.4292,0.0813458,0.221954,4.43097,0.216166,0.239183,-8.02166,4.81452,1.2205,2.3297,1.37704,2.26397
5.734,0.991804,2.04018,4.43816,0.0834157,0.227102,4.43905,0.218209,0.247523,-8.27112,5.99579,1.16401,2.34384,1.30416,2.20923
5.739,1.06148,2.19682,4.44679,0.0854582,0.232315,4.44696,0.220282,0.256397,-8.60328,4.26353,1.09519,2.34328,1.0445,2.12225
5.744,1.31029,2.16053,4.45456,0.0873508,0.238964,4.45482,0.222422,0.266005,-4.63601,11.1458,1.04438,2.38631,1.00512,2.2233
5.749,1.36662,2.56912,4.46247,0.0893281,0.245004,4.46249,0.224596,0.276267,-11.7125,5.10094,0.969131,2.39428,1.10435,2.21048
5.754,1.49077,2.66327,4.47058,0.0913934,0.249329,4.47003,0.226827,0.287335,-12,6.44339,0.89337,2.42641,1.1736,2.46348
5.759,0.737819,2.66018,4.47947,0.0937095,0.254949,4.47746,0.229117,0.299297,-12,5.30501,0.810252,2.46071,1.27721,2.61003
5.764,0.830732,2.16257,4.48895,0.0962506,0.261875,4.48468,0.231448,0.312135,-12,1.61063,0.712967,2.47547,0.862538,2.63921
5.769,0.687412,1.92441,4.49748,0.0985852,0.267201,4.49177,0.233845,0.326054,-12,10.042,0.616179,2.52196,0.750286,2.40055
5.774,0.726578,2.25637,4.50514,0.100726,0.272417,4.49872,0.236313,0.341171,-12,12,0.513164,2.57829,0.617407,2.17686
5.78,0.613531,2.32867,4.51192,0.102661,0.277816,4.50546,0.23883,0.35745,-12,10.9807,0.399337,2.61808,0.592502,2.28762
5.785,0.963419,2.18008,4.51891,0.104698,0.283937,4.51205,0.241425,0.375159,-12,12,0.281746,2.68946,0.513085,2.38
5.79,0.957175,2.29943,4.52591,0.106787,0.289987,4.5185,0.244112,0.3945,-12,12,0.154193,2.77848,0.695808,2.32518
5.795,1.15029,2.12641,4.5332,0.109017,0.296631,4.52459,0.246795,0.414874,-12,4.33693,0.014572,2.77231,0.77108,2.32861
5.8,1.0386,1.89259,4.54067,0.111367,0.305033,4.53027,0.249441,0.436026,-12,0.710773,-0.118293,2.73601,0.921497,2.20194
5.805,0.413155,2.08953,4.54816,0.11381,0.314871,4.53557,0.252052,0.457897,-12,2.86295,-0.240535,2.70121,0.907534,2.02483
5.81,0.446345,2.04382,4.55519,0.116162,0.323335,4.54052,0.254631,0.480421,-12,2.83346,-0.353389,2.67046,0.52155,2.07622
5.815,0.380657,1.85351,4.56139,0.118302,0.332389,4.54515,0.257182,0.50353,-12,3.64702,-0.453488,2.64417,0.393994,2.07297
5.821,0.154365,2.1274,4.56726,0.120386,0.341149,4.5495,0.259712,0.527156,-12,5.4752,-0.543093,2.62146,0.302916,1.96721
5.825,0.127192,1.90757,4.57264,0.122359,0.351366,4.55359,0.262228,0.551233,-12,4.81655,-0.620197,2.60242,0.131697,2.08926
5.83,0.127192,2.0576,4.57788,0.124338,0.360649,4.55746,0.264739,0.575694,-12,6.3435,-0.688468,2.58684,0.0478506,2.01129
5.835,0.127192,2.2289,4.58273,0.126226,0.371504,4.56113,0.267253,0.600477,-12,6.42076,-0.745083,2.57487,0.0161156,2.07351
5.84,0.128941,1.97335,4.58763,0.128191,0.381645,4.56463,0.269783,0.625519,-12,5.64857,-0.793669,2.56605,0.00532256,2.19661
5.845,0.261714,2.37457,4.59277,0.130311,0.391211,4.56799,0.272341,0.650759,-12,7.39279,-0.834688,2.56009,-0.000258417,2.09876
5.85,0.253035,2.06131,4.59764,0.132379,0.400902,4.57123,0.274939,0.676138,-12,5.97674,-0.866646,2.55795,0.0808983,2.29724
5.855,0.418824,2.09335,4.60315,0.134779,0.411204,4.57437,0.277595,0.701594,-12,7.78012,-0.890756,2.55805,0.103771,2.19328
5.861,0.432842,2.16053,4.60844,0.137157,0.422499,4.57744,0.280325,0.727063,-12,8.95278,-0.904627,2.56225,0.212027,2.18101
5.865,0.530556,2.09335,4.61392,0.139693,0.433034,4.58046,0.28315,0.752481,-12,9.40284,-0.911209,2.57,0.26127,2.22017
5.87,0.743088,1.89102,4.61958,0.142382,0.443578,4.58345,0.286094,0.777773,-12,10.7472,-0.9082,2.58203,0.337753,2.20283
5.875,0.428747,2.01948,4.62535,0.145191,0.453267,4.58644,0.289188,0.802855,-12,12,-0.895487,2.59916,0.494388,2.08132
5.881,0.44652,1.98619,4.63117,0.148099,0.463488,4.58945,0.292469,0.827628,-10.9039,12,-0.869486,2.62238,0.369559,2.11154
5.886,0.499418,2.12839,4.63674,0.150961,0.474526,4.59223,0.295635,0.849596,-2.11097,-12,-0.746746,2.39774,0.418089,1.94004
5.891,0.318348,2.12839,4.642,0.153743,0.486108,4.5948,0.298669,0.868686,-0.0818323,-12,-0.616061,2.16672,0.48178,1.95908
5.896,0.394533,1.81529,4.64742,0.156689,0.498423,4.59722,0.301629,0.885419,1.59563,-12,-0.500508,1.98874,0.406313,1.96397
5.901,0.760998,1.75207,4.65263,0.159628,0.513295,4.59944,0.304427,0.899451,3.28502,-12,-0.373349,1.76406,0.434188,1.77312
5.906,0.725082,-0.149966,4.65745,0.162423,0.525262,4.60148,0.307048,0.910996,0.374806,-12,-0.260546,1.55108,0.649418,1.6663
5.911,0.328962,0.284694,4.66247,0.165423,0.538746,4.60339,0.309563,0.920621,0.0792669,-9.07341,-0.165492,1.39513,0.700554,0.485984
5.916,0.588075,1.19597,4.66502,0.166996,0.552792,4.60513,0.311882,0.928204,2.30498,-12,-0.0729486,1.20898,0.496699,0.280194
5.922,0.340283,1.70129,4.66668,0.168047,0.565332,4.60669,0.313995,0.934018,0.185157,-12,0.00210119,1.03872,0.565133,0.760052
5.926,0.459056,1.75207,4.66948,0.169878,0.579257,4.60808,0.315893,0.938338,-0.205293,-12,0.0586639,0.880983,0.438781,1.25034
5.931,0.274207,1.46174,4.67302,0.172252,0.590227,4.60936,0.317659,0.941595,-0.496455,-12,0.101424,0.773704,0.461532,1.46814
5.936,-1.01287,1.43787,4.67704,0.17501,0.601712,4.61048,0.3192,0.943834,-2.99452,-12,0.123216,0.641062,0.341352,1.37684
5.942,0.322656,1.35249,4.68059,0.177508,0.613563,4.61143,0.320509,0.945264,4.36292,-12,0.131567,0.520442,-0.441861,1.31627
5.946,0.209202,1.33904,4.68237,0.178806,0.62853,4.6122,0.32158,0.946099,-2.51009,-12,0.12846,0.41309,0.0303072,1.25172
5.951,0.304339,1.34612,4.68497,0.180734,0.637812,4.6128,0.322408,0.946526,-6.30257,-12,0.107317,0.316861,0.116622,1.22364
5.956,0.621442,1.33202,4.68767,0.18278,0.649283,4.61321,0.322989,0.946703,-9.042,-12,0.0752065,0.229384,0.190049,1.22086
5.962,0.0780232,1.23501,4.69048,0.184969,0.661784,4.61345,0.323317,0.946752,-12,-12,0.0331426,0.149355,0.392377,1.21542
5.966,0.293943,1.40867,4.69365,0.187499,0.672787,4.6135,0.323388,0.946755,-12,-12,-0.0181023,0.0756044,0.138092,1.1534
5.971,-0.842039,1.39536,4.69618,0.189555,0.682344,4.61355,0.323459,0.946758,-2.64356,-12,-0.0162348,0.0712005,0.232448,1.22436
5.977,-1.1561,1.28672,4.69902,0.191902,0.691965,4.6136,0.32353,0.946761,4.37175,-12,-0.0146068,0.0667397,-0.379269,1.23267
5.982,0.653743,0.990302,4.70066,0.193294,0.70179,4.61365,0.323601,0.946764,9.09418,-12,-0.0121943,0.0631672,-0.773392,1.16307
5.987,0.0541494,1.09473,4.70141,0.193937,0.712485,4.61371,0.323672,0.946767,-0.938054,-10.8512,-0.00904394,0.0600697,0.113824,0.978647
5.992,0.126193,1.09552,4.70347,0.195764,0.72418,4.61376,0.323743,0.946771,-0.734207,-10.979,-0.00655348,0.0560467,0.0873737,0.970396
5.997,3.39627,0.837571,4.70545,0.197562,0.738142,4.61381,0.323814,0.946774,-0.98318,-11.0277,-0.00349672,0.0517639,0.119688,0.967851
6.002,-0.400154,0.761251,4.70746,0.199437,0.751672,4.61386,0.323885,0.946777,-12,-9.53161,-0.000803645,0.0477974,2.05191,0.838445
6.007,-0.346516,0.868722,4.71273,0.204486,0.764032,4.61391,0.323956,0.94678,-5.89135,-8.65021,-0.000271079,0.0426365,0.511172,0.734988
6.012,-0.453508,0.882113,4.71497,0.206687,0.774738,4.61396,0.324027,0.946783,0.279893,-8.57489,0.00134968,0.0396273,-0.0026812,0.753529
6.017,-1.4104,1.17842,4.71631,0.208028,0.785453,4.61401,0.324098,0.946787,3.16159,-8.64766,0.00329637,0.03722,-0.244815,0.76435
6.023,-0.216033,1.18698,4.71723,0.208964,0.795376,4.61406,0.324169,0.94679,10.3969,-10.5276,0.00511563,0.0352567,-0.871121,0.926411
6.027,-0.143435,0.661872,4.71733,0.209065,0.806359,4.61411,0.32424,0.946793,5.24039,-11.2604,0.00734217,0.0335761,-0.413289,0.996763
6.032,0.336358,0.892256,4.71834,0.210135,0.812845,4.61417,0.324311,0.946796,2.74413,-8.13948,0.00818714,0.0322522,-0.215565,0.726757
6.037,1.41301,0.785412,4.71922,0.211079,0.820169,4.61422,0.324382,0.946799,-1.16606,-8.58908,0.00918349,0.0309221,0.127961,0.767337
6.043,1.62924,0.63471,4.72075,0.212747,0.829504,4.61427,0.324453,0.946802,-9.58812,-8.21028,0.0102089,0.0291719,0.860443,0.732431
6.048,-0.376246,0.708585,4.72343,0.215744,0.840793,4.61432,0.324524,0.946806,-12,-7.21891,0.0110613,0.0269508,1.25382,0.637251
6.052,-0.399003,0.698317,4.72659,0.219325,0.848024,4.61437,0.324595,0.946809,-2.61161,-7.18142,0.0111411,0.0252255,0.24116,0.631435
6.057,-0.126808,0.700561,4.72804,0.220986,0.853998,4.61442,0.324666,0.946812,1.74365,-6.95028,0.0115669,0.0242564,-0.130355,0.618655
6.062,-0.232265,0.616588,4.72884,0.221921,0.861313,4.61447,0.324737,0.946815,1.5418,-6.89886,0.0123188,0.0234185,-0.107103,0.616071
6.067,-0.392605,0.697998,4.72967,0.222901,0.86753,4.61452,0.324808,0.946818,2.12171,-6.32828,0.0128701,0.0227211,-0.159682,0.56666
6.072,0.421097,0.757348,4.73033,0.22369,0.874006,4.61457,0.324879,0.946822,3.39273,-6.64411,0.0134461,0.0220964,-0.268783,0.59361
6.078,-0.152825,0.538291,4.73085,0.224322,0.881393,4.61463,0.32495,0.946825,-1.46319,-7.18748,0.0140844,0.0214897,0.155463,0.643911
6.083,-0.152825,0.429915,4.73212,0.225892,0.890631,4.61468,0.325021,0.946828,0.557835,-5.98202,0.0146532,0.020688,-0.0219378,0.533899
6.088,-0.370642,0.443449,4.73293,0.226903,0.898751,4.61473,0.325092,0.946831,1.28987,-4.79374,0.0151322,0.0201335,-0.0864262,0.43262
6.093,-0.408218,0.482522,4.73347,0.227591,0.905678,4.61478,0.325163,0.946834,2.96981,-4.4389,0.015498,0.0197441,-0.233441,0.402144
6.098,1.55985,0.443234,4.73373,0.227928,0.913217,4.61483,0.325234,0.946837,3.81897,-4.55836,0.0158619,0.0194176,-0.306633,0.412441
6.105,0,0.605898,4.73389,0.228141,0.920629,4.61488,0.325305,0.946841,-8.74049,-4.44986,0.0161436,0.0191528,0.784712,0.411945
6.108,-0.844992,0.530433,4.7357,0.23056,0.928517,4.61493,0.325376,0.946844,-3.04376,-5.47856,0.0162144,0.0187826,0.286951,0.495029
6.113,-0.325755,0.415592,4.73688,0.232145,0.931215,4.61498,0.325447,0.946847,4.49773,-5.23298,0.0161924,0.0186418,-0.369649,0.471265
6.118,-1.84306,0.31795,4.73703,0.232351,0.93705,4.61503,0.325518,0.94685,3.81365,-4.38627,0.0163116,0.018554,-0.308509,0.399131
6.125,-0.134218,0.397445,4.73716,0.232536,0.941309,4.61509,0.325589,0.946853,12,-3.36655,0.0163786,0.018506,-1.15918,0.306012
6.128,0.194741,0.404396,4.7359,0.23079,0.945533,4.61514,0.32566,0.946857,5.79588,-3.56241,0.0165213,0.0185537,-0.480497,0.328076
6.133,-2.82254,0.399526,4.73568,0.230477,0.948533,4.61519,0.325731,0.94686,0.868737,-3.74452,0.016586,0.0185546,-0.0530833,0.34643
6.138,1.02077,0.341196,4.73611,0.231081,0.95416,4.61524,0.325802,0.946863,12,-3.63375,0.0166796,0.018516,-1.65828,0.332385
6.144,0.272542,0.355945,4.73418,0.22834,0.959102,4.61529,0.325873,0.946866,0.31907,-3.33515,0.016967,0.0186538,-0.00167571,0.313828
6.148,0,0.303029,4.73463,0.228988,0.963798,4.61534,0.325944,0.946869,-1.56705,-3.38738,0.0171285,0.0186312,0.160366,0.317071
6.153,0.257114,0.342139,4.73532,0.229981,0.967817,4.61539,0.326015,0.946872,-0.447546,-3.05066,0.0172659,0.0185738,0.0625195,0.286413
6.158,0.247188,0.293341,4.73581,0.230709,0.972681,4.61544,0.326086,0.946876,-1.71382,-3.19162,0.0174896,0.0185131,0.174164,0.299658
6.164,0.106348,0.303069,4.73648,0.231699,0.975316,4.61549,0.326157,0.946879,-2.12127,-2.9386,0.0175789,0.0184254,0.207585,0.277094
6.168,0,0.271685,4.73717,0.232714,0.977227,4.61555,0.326228,0.946882,-1.34414,-2.90679,0.0176222,0.0183302,0.139383,0.273457
6.173,-0.330124,0.212099,4.73775,0.233579,0.979647,4.6156,0.326299,0.946885,-0.361951,-2.67936,0.0177117,0.0182318,0.0545581,0.252978
6.179,-0.0838446,0.15151,4.73818,0.234225,0.982155,4.61565,0.32637,0.946888,2.14967,-2.18472,0.0178307,0.0181414,-0.163603,0.208334
6.183,-0.107699,0.141419,4.73824,0.234319,0.984743,4.6157,0.326441,0.946892,1.44843,-1.60705,0.0180161,0.0180948,-0.101776,0.15932
6.189,-0.106313,0.105471,4.73832,0.23444,0.988229,4.61575,0.326512,0.946895,1.36877,-1.34391,0.0182826,0.0180233,-0.0936695,0.136289
6.194,-0.202234,0.13257,4.73838,0.234531,0.990907,4.6158,0.326583,0.946898,1.3258,-1.01565,0.018504,0.0179653,-0.0904911,0.107772
6.199,-0.221061,0.149145,4.73841,0.234567,0.993362,4.61585,0.326654,0.946901,1.94128,-1.07066,0.0187244,0.0179143,-0.143714,0.11217
6.204,0.0936728,0.125598,4.73836,0.2345,0.996892,4.6159,0.326725,0.946904,2.30276,-1.19379,0.0190724,0.0178462,-0.172942,0.122662
6.209,-0.160547,0.117839,4.73829,0.234393,0.999058,4.61595,0.326796,0.946907,0.355171,-1.09814,0.0193104,0.0178141,-0.00481307,0.115842
6.214,0.0336091,0.118568,4.73845,0.234629,0.999946,4.61601,0.326867,0.946911,1.30624,-1.01745,0.0193795,0.0177693,-0.089861,0.107487
6.219,0.0179845,0.141406,4.73847,0.234667,1.00212,4.61606,0.326938,0.946914,0.411813,-0.994051,0.0196116,0.0177145,-0.00960889,0.106308
6.224,-0.322679,0.117833,4.7386,0.234873,1.00389,4.61611,0.327009,0.946917,0.178514,-1.14453,0.019785,0.017645,0.0101251,0.119109
6.229,-0.110792,0.13934,4.73878,0.235148,1.00456,4.61616,0.32708,0.94692,2.30591,-1.02533,0.0198299,0.0175964,-0.176608,0.10717
6.234,0.144058,0.142467,4.73868,0.235,1.00517,4.61621,0.327151,0.946923,1.69325,-1.11293,0.0199284,0.01761,-0.122252,0.116229
6.239,-0.0182592,0.141415,4.73867,0.234987,1.00605,4.61626,0.327222,0.946927,-0.190527,-1.19012,0.02004,0.0175959,0.0418332,0.123868
6.244,-0.0342708,0.117839,4.7389,0.235341,1.00735,4.61631,0.327293,0.94693,0.199395,-1.22092,0.0201476,0.0175141,0.00783323,0.125237
6.249,-0.0226564,0.110997,4.73908,0.235626,1.00965,4.61636,0.327364,0.946933,0.465295,-1.07188,0.0203855,0.0174065,-0.0133846,0.111971
6.254,-0.102852,0.101327,4.73921,0.235837,1.01147,4.61641,0.327435,0.946936,0.474035,-0.971982,0.0205846,0.0173219,-0.014459,0.103394
6.26,-0.127857,0.0922181,4.73933,0.236027,1.0122,4.61647,0.327506,0.946939,0.985962,-0.867739,0.0206555,0.0172775,-0.0606271,0.0941349
6.264,-0.127857,0.0883765,4.73937,0.236099,1.01358,4.61652,0.327577,0.946942,1.35498,-0.766177,0.0208266,0.0172278,-0.0912158,0.0851946
6.269,-0.0238405,0.0788781,4.73936,0.236086,1.01438,4.61657,0.327648,0.946946,1.47428,-0.700574,0.020942,0.0172123,-0.102178,0.0797133
6.274,-0.0238405,0.0780405,4.73933,0.236038,1.01527,4.61662,0.327719,0.946949,0.844761,-0.621013,0.0210755,0.0171995,-0.0470842,0.0732981
6.279,-0.145362,0.0924938,4.73937,0.236094,1.01744,4.61667,0.32779,0.946952,0.644962,-0.597205,0.0213637,0.0171196,-0.0274405,0.0707665
6.284,-0.0972939,0.106377,4.73943,0.236187,1.01916,4.61672,0.327861,0.946955,1.35201,-0.676258,0.0215924,0.0170486,-0.0894024,0.077035
6.29,-0.0972939,0.0815767,4.73941,0.236161,1.0202,4.61677,0.327932,0.946958,1.28276,-0.788809,0.0217521,0.0170249,-0.0839471,0.0873079
6.295,-0.0170618,0.0530206,4.73941,0.236168,1.02137,4.61682,0.328003,0.946962,1.26568,-0.670565,0.0219269,0.0169894,-0.0821662,0.0768767
6.3,-0.0145677,0.0407825,4.73941,0.236156,1.02157,4.61687,0.328074,0.946965,0.718696,-0.44368,0.0219705,0.0169967,-0.0364102,0.0577654
6.305,-0.0200534,0.0359419,4.73944,0.236202,1.02197,4.61693,0.328145,0.946968,0.520059,-0.289623,0.0220322,0.0169855,-0.018974,0.0442872
6.31,-0.0140848,0.0732389,4.73947,0.236257,1.02304,4.61698,0.328216,0.946971,0.500445,-0.205238,0.0221876,0.0169453,-0.0159295,0.0367706
6.315,-0.0115593,0.0841374,4.7395,0.236302,1.02374,4.61703,0.328287,0.946974,0.441755,-0.417922,0.0222945,0.0169214,-0.0111845,0.0553707
6.32,-0.010582,0.0997987,4.73955,0.236397,1.0241,4.61708,0.328358,0.946977,0.396893,-0.566424,0.0223434,0.0169023,-0.00791783,0.0682009
6.325,-0.011254,0.113105,4.73963,0.236527,1.02482,4.61713,0.328429,0.946981,0.383104,-0.72346,0.0224369,0.0168619,-0.00594296,0.0816438
6.33,-0.0120851,0.083843,4.73973,0.236691,1.025,4.61718,0.3285,0.946984,0.366555,-0.865576,0.0224473,0.0168375,-0.00550349,0.0939798
6.335,-0.0149774,0.0536864,4.73985,0.236882,1.02564,4.61723,0.328571,0.946987,0.380734,-0.727169,0.0225188,0.0167881,-0.00596933,0.0817008
6.341,-0.0308259,0.0536864,4.73995,0.237045,1.02636,4.61728,0.328642,0.94699,0.407513,-0.479936,0.0226093,0.0167395,-0.00809983,0.0601902
6.345,-0.0265879,0.0536864,4.74002,0.237158,1.02601,4.61733,0.328713,0.946993,0.498873,-0.387227,0.022549,0.0167482,-0.0181076,0.05246
6.35,-0.0221567,0.0108199,4.74006,0.237232,1.0262,4.61738,0.328784,0.946997,0.525142,-0.355647,0.022577,0.01674,-0.0192055,0.0496929
6.355,-0.0172937,0.00930145,4.7401,0.237298,1.02652,4.61744,0.328855,0.947,0.506826,-0.0647959,0.0226263,0.0167275,-0.0174726,0.0243996
6.36,-0.0132949,0.0415857,4.74011,0.237313,1.02639,4.61749,0.328926,0.947003,0.461182,0.0507531,0.0226189,0.0167445,-0.0142948,0.0146571
6.365,-0.0132949,0.0517248,4.74011,0.237314,1.02658,4.61754,0.328997,0.947006,0.427926,-0.120783,0.02266,0.0167506,-0.0105982,0.0295832
6.371,-0.0132949,0.0461044,4.74013,0.237355,1.02716,4.61759,0.329068,0.947009,0.420031,-0.250349,0.0227534,0.0167313,-0.0090605,0.0406241
6.376,-0.0132949,0.0392733,4.74018,0.237423,1.02679,4.61764,0.329139,0.947012,0.39223,-0.257405,0.0226988,0.0167491,-0.00864888,0.0413872
6.381,-0.0132949,0.0294554,4.74022,0.237493,1.02712,4.61769,0.32921,0.947016,0.406108,-0.217622,0.0227486,0.0167354,-0.0084651,0.0377509
6.386,-0.00285935,0.0268453,4.74026,0.237557,1.02744,4.61774,0.329281,0.947019,0.406733,-0.138564,0.0227988,0.0167234,-0.00850693,0.0308878
6.391,0,0.029052,4.74029,0.237605,1.02707,4.61779,0.329352,0.947022,0.324433,-0.0919276,0.0227478,0.0167451,-0.00275133,0.0271037
6.396,0,0.0307356,4.74032,0.237658,1.02759,4.61784,0.329423,0.947025,0.301967,-0.0934662,0.0228305,0.0167262,0.00104026,0.0270346
6.401,0.00247926,0.0279044,4.74035,0.237718,1.02793,4.6179,0.329494,0.947028,0.282874,-0.104317,0.0228837,0.0167141,0.00237685,0.0279901
6.406,0.00247926,0.0201976,4.74039,0.237784,1.02818,4.61795,0.329565,0.947032,0.259941,-0.0900089,0.0229234,0.0167047,0.00422785,0.0267522
6.411,0.00247926,0.0153675,4.74043,0.237851,1.02886,4.618,0.329636,0.947035,0.263399,-0.0359941,0.0230292,0.0166755,0.00487302,0.0219254
6.416,0.00247926,0.0153675,4.74047,0.237909,1.0293,4.61805,0.329707,0.947038,0.257204,0.0158272,0.0230999,0.0166589,0.00500511,0.0174843
6.421,0.00247926,0.0126233,4.7405,0.237958,1.02896,4.6181,0.329778,0.947041,0.23983,0.0361386,0.0230529,0.0166795,0.00491873,0.0159462
6.426,0.00247926,0.0126233,4.74053,0.238003,1.02933,4.61815,0.329849,0.947044,0.256471,0.0588392,0.0231153,0.0166687,0.00495794,0.0138131
6.431,0.00247926,0.0126233,4.74055,0.238044,1.02931,4.6182,0.32992,0.947048,0.248248,0.0685974,0.023119,0.0166763,0.004908,0.0130742
6.436,0.00247926,0.00768368,4.74057,0.238082,1.02915,4.61825,0.329991,0.947051,0.245197,0.0721437,0.0231008,0.0166908,0.00486508,0.0128195
6.441,0.00247926,0.00768368,4.7406,0.238121,1.0295,4.6183,0.330062,0.947054,0.25737,0.10432,0.023161,0.0166825,0.00487755,0.00990236
6.446,0.00247926,0.00768368,4.74062,0.238153,1.02938,4.61836,0.330133,0.947057,0.247452,0.117557,0.0231507,0.0166965,0.00480215,0.00888954
6.451,0.00247926,0.00768368,4.74063,0.238182,1.02927,4.61841,0.330204,0.94706,0.248002,0.121912,0.0231424,0.0167104,0.00477123,0.00853143
6.456,0.00247926,0.00768368,4.74065,0.238211,1.02934,4.61846,0.330275,0.947063,0.252261,0.123117,0.0231619,0.0167164,0.00478482,0.00839767
6.461,0.00247926,0.00768368,4.74067,0.23824,1.02883,4.61851,0.330346,0.947067,0.238672,0.125222,0.0230908,0.0167487,0.00470135,0.00837689
6.466,0.00211694,0.00768368,4.74068,0.238268,1.02836,4.61856,0.330417,0.94707,0.239374,0.125552,0.0230279,0.0167785,0.00467365,0.00837019
6.471,0.00211694,0.00375345,4.7407,0.238296,1.02844,4.61861,0.330488,0.947073,0.253677,0.124629,0.0230477,0.0167845,0.00453406,0.00834355
6.476,0.00255095,0.00358227,4.74072,0.238324,1.02787,4.61866,0.330559,0.947076,0.239672,0.152053,0.0229687,0.0168188,0.00435182,0.00613008
6.482,0.00255095,0.003714,4.74073,0.238347,1.02784,4.61871,0.33063,0.947079,0.249496,0.161462,0.0229736,0.0168304,0.00459638,0.0052326
6.486,0.00255095,0.00438161,4.74075,0.238368,1.02795,4.61876,0.330701,0.947083,0.251928,0.164112,0.0230004,0.0168361,0.00470137,0.00498557
6.492,0.00255095,0.00438161,4.74076,0.238389,1.02735,4.61882,0.330772,0.947086,0.235365,0.162481,0.0229193,0.0168723,0.00463953,0.00530847
6.497,0.00255095,0.00438161,4.74077,0.23841,1.02755,4.61887,0.330843,0.947089,0.253032,0.159741,0.0229592,0.0168743,0.00473132,0.00539208
6.502,0.00255095,0.00681878,4.74078,0.238432,1.02824,4.61892,0.330914,0.947092,0.264862,0.158275,0.0230759,0.0168546,0.0048429,0.00540005
6.507,0.00255095,0.00681878,4.7408,0.238454,1.02803,4.61897,0.330985,0.947095,0.244476,0.144163,0.0230534,0.016874,0.0047779,0.00682351
6.512,0.00255095,0.00681878,4.74081,0.238479,1.02856,4.61902,0.331056,0.947098,0.26168,0.136819,0.0231442,0.0168611,0.00487162,0.00729689
6.517,0.000927991,0.00681878,4.74083,0.238506,1.02887,4.61907,0.331127,0.947102,0.257184,0.135201,0.0232008,0.0168574,0.00488097,0.00747215
6.522,0.000927991,0.0114016,4.74084,0.238532,1.02842,4.61912,0.331198,0.947105,0.250558,0.136219,0.0231402,0.0168862,0.00385278,0.00755057
6.527,0.000927991,0.0114016,4.74086,0.238557,1.02886,4.61917,0.331269,0.947108,0.274929,0.104438,0.0232185,0.0168771,0.00366326,0.0101405
6.532,0.000927991,0.0114016,4.74088,0.238587,1.02862,4.61922,0.33134,0.947111,0.260224,0.0951017,0.0231897,0.0168962,0.00351063,0.0110838
6.537,0.000927991,0.0114016,4.7409,0.238619,1.02782,4.61928,0.331411,0.947114,0.247129,0.0926267,0.0230736,0.0169388,0.00337315,0.0114428
6.542,0.000927991,0.0114016,4.74092,0.238651,1.02786,4.61933,0.331482,0.947118,0.26591,0.0898582,0.0230863,0.0169459,0.00344328,0.0115386
6.547,0.000927991,0.0114016,4.74094,0.238683,1.02768,4.61938,0.331553,0.947121,0.26093,0.0899715,0.0230673,0.0169615,0.00343832,0.0115818
6.552,0.000927991,0.0114016,4.74095,0.238715,1.02733,4.61943,0.331624,0.947124,0.256475,0.0903467,0.0230205,0.0169846,0.00340779,0.0116061
6.557,0.000927991,0.0114016,4.74097,0.238748,1.02764,4.61948,0.331695,0.947127,0.271695,0.0891523,0.0230763,0.0169798,0.00349398,0.0115891
6.562,0.000927991,0.0114016,4.74099,0.23878,1.02737,4.61953,0.331766,0.94713,0.258394,0.0903457,0.0230429,0.0169992,0.0034411,0.0116065
6.567,0.000927991,0.0114016,4.74101,0.238813,1.02708,4.61958,0.331837,0.947133,0.257495,0.0905616,0.0230048,0.0170197,0.00341505,0.0116156
6.573,0.000927991,0.0114016,4.74103,0.238845,1.02742,4.61963,0.331908,0.947137,0.272242,0.0894926,0.0230656,0.0170137,0.00349978,0.0115942
6.577,0.000927991,0.0114016,4.74105,0.238878,1.02708,4.61968,0.331979,0.94714,0.256523,0.0908601,0.023021,0.0170359,0.00343083,0.011614
6.582,0.000927991,0.0114016,4.74107,0.238911,1.02678,4.61973,0.33205,0.947143,0.257049,0.0909732,0.0229815,0.0170567,0.00340782,0.0116216
