Time,LeftRate,RightRate,EstX,EstY,EstTheta,GoalX,GoalY,GoalTheta,LeftVolt,RightVolt,LeftVelRef,RightVelRef,EstLeftVel,EstRightVel
4.775,3.16172,3.15953,1.66896,-0.0188773,-0.0109964,2.0229,0.0445756,0.033293,12,12,4.81949,5.11747,2.8922,3.02333
4.78,2.91975,2.92909,1.68389,-0.0190415,-0.010991,2.03759,0.0450676,0.033469,12,12,4.81438,5.1141,3.09298,3.14145
4.785,3.13788,3.02789,1.69963,-0.0192416,-0.0127147,2.05226,0.0455613,0.0336459,12,12,4.7945,5.10288,3.02155,3.04563
4.79,3.13788,2.69304,1.71495,-0.0194569,-0.0140525,2.06697,0.0460591,0.0338246,12,12,4.8,5.11688,3.12741,3.06974
4.795,3.25154,3.1639,1.7306,-0.0196633,-0.0131911,2.08164,0.0465582,0.0340041,12,12,4.78214,5.09658,3.16707,2.87497
4.8,3.20375,3.50013,1.74585,-0.0198514,-0.0123294,2.09627,0.0470585,0.0341844,12,12,4.7661,5.07806,3.25213,3.08797
4.805,3.14003,3.13144,1.76186,-0.020072,-0.0137784,2.11094,0.0475629,0.0343665,12,12,4.76727,5.08823,3.25601,3.37369
4.81,3.14219,3.23545,1.7786,-0.0203126,-0.0143745,2.12557,0.0480685,0.0345494,12,12,4.73881,5.0634,3.21813,3.2576
4.815,2.92535,3.1639,1.79495,-0.0205507,-0.014564,2.14021,0.0485771,0.0347339,12,12,4.73001,5.05766,3.20519,3.27683
4.821,3.03391,3.19704,1.81131,-0.0208115,-0.0159308,2.15481,0.049087,0.0349191,12,12,4.70134,5.03583,3.06806,3.24017
4.825,3.66546,3.09545,1.82724,-0.0210616,-0.0157049,2.16945,0.0496011,0.0351064,12,12,4.70719,5.04388,3.08212,3.24656
4.831,3.21275,3.11864,1.84322,-0.0212831,-0.0138597,2.18404,0.0501165,0.0352945,12,12,4.68932,5.01952,3.47199,3.1882
4.835,3.17487,2.94416,1.86003,-0.0214872,-0.0121352,2.19863,0.0506344,0.035484,12,12,4.67709,5.00205,3.34443,3.17951
4.841,3.26545,3.1639,1.8765,-0.0217044,-0.0131902,2.21319,0.051154,0.0356747,12,12,4.65384,4.98466,3.27257,3.06981
4.845,3.13788,3.18592,1.89252,-0.0219218,-0.0135729,2.2278,0.0516781,0.0358675,12,12,4.65752,4.99306,3.30077,3.16209
4.85,3.31992,3.15736,1.90883,-0.0221301,-0.0127662,2.24236,0.0522035,0.0360613,12,12,4.63468,4.96804,3.23385,3.21037
4.855,3.12077,3.15301,1.9251,-0.0223403,-0.0129201,2.25688,0.0527301,0.036256,12,12,4.60912,4.94423,3.31927,3.21161
4.86,2.87754,3.0319,1.94159,-0.0225578,-0.0131858,2.27144,0.0532612,0.036453,12,12,4.6103,4.94969,3.23042,3.20913
4.865,3.17047,2.80697,1.95785,-0.0227575,-0.0122853,2.28596,0.0537935,0.036651,12,12,4.58766,4.92449,3.04828,3.13395
4.871,3.11652,3.29839,1.97346,-0.0229493,-0.0122862,2.30048,0.0543291,0.0368508,12,12,4.58309,4.92229,3.15707,2.96881
4.876,3.00405,3.1639,1.98893,-0.0231643,-0.0139006,2.31497,0.054866,0.0370517,12,12,4.558,4.90492,3.16635,3.20533
4.881,3.14219,3.26545,2.00501,-0.0234032,-0.0148516,2.3295,0.0554075,0.0372549,12,12,4.55953,4.91367,3.10121,3.21311
4.886,3.56555,3.19704,2.02096,-0.023636,-0.0145998,2.34398,0.0559503,0.0374593,12,12,4.53667,4.89095,3.16078,3.27815
4.891,3.14219,3.12716,2.03721,-0.0238846,-0.01529,2.35842,0.0564943,0.0376648,12,12,4.50903,4.86726,3.44122,3.26195
4.896,3.22633,3.42934,2.05414,-0.0241669,-0.0166805,2.3729,0.0570432,0.0378728,12,12,4.50447,4.87181,3.2898,3.2126
4.901,3.13573,3.29839,2.07055,-0.0244366,-0.0164299,2.38734,0.0575933,0.038082,12,12,4.47847,4.84599,3.284,3.378
4.906,3.64214,3.19704,2.08737,-0.0247238,-0.0170726,2.40179,0.0581468,0.0382932,12,12,4.46475,4.83746,3.22644,3.36094
4.911,2.94227,3.2748,2.104,-0.0250378,-0.0188758,2.41619,0.0587017,0.0385057,11.8806,12,4.4317,4.81288,3.5121,3.29372
4.916,2.66482,3.52981,2.12118,-0.0253852,-0.0202222,2.43064,0.0592614,0.0387208,12,12,4.42547,4.8158,3.19523,3.31428
4.921,3.99143,3.31511,2.13762,-0.0257147,-0.0200428,2.44504,0.0598225,0.0389372,12,12,4.39893,4.78976,2.90623,3.47685
4.926,3.27012,3.33443,2.15373,-0.026036,-0.0199394,2.45942,0.0603856,0.0391552,12,12,4.37934,4.77147,3.60416,3.41003
4.931,3.52981,3.38622,2.17144,-0.0263797,-0.0194078,2.47382,0.060953,0.0393757,12,12,4.36918,4.76245,3.43007,3.39542
4.936,3.5028,3.34906,2.18867,-0.0266844,-0.0176801,2.48818,0.0615218,0.0395976,11.2674,12,4.3419,4.72944,3.51754,3.4227
4.941,3.17708,3.11017,2.20619,-0.0269717,-0.016398,2.50254,0.0620941,0.0398218,12,12,4.3289,4.71403,3.53892,3.40951
4.946,3.40891,3.39123,2.22373,-0.0272729,-0.0171676,2.51686,0.0626678,0.0400474,11.276,12,4.29288,4.68225,3.34363,3.25932
4.952,3.3663,3.46831,2.2404,-0.0275683,-0.0177137,2.53122,0.0632467,0.040276,12,12,4.29145,4.68681,3.41563,3.37288
4.956,3.17267,3.32958,2.25754,-0.0278361,-0.0156293,2.54554,0.063827,0.0405061,11.6405,12,4.26548,4.65374,3.41494,3.46339
4.961,3.09127,3.23089,2.27491,-0.0281091,-0.015716,2.55981,0.0644087,0.0407376,11.4104,12,4.23197,4.62172,3.29507,3.41323
4.966,3.40384,3.46044,2.29184,-0.0284011,-0.01724,2.57413,0.0649957,0.0409724,12,12,4.22628,4.62593,3.20346,3.33314
4.972,3.10174,3.56277,2.30835,-0.0286772,-0.0167324,2.5884,0.0655841,0.0412087,11.4618,12,4.19934,4.59818,3.35601,3.4437
4.977,3.17047,3.52438,2.32551,-0.0289203,-0.0141546,2.60266,0.0661755,0.0414473,12,12,4.18554,4.57646,3.23359,3.54693
4.982,3.46831,3.72815,2.34263,-0.0291547,-0.0136932,2.61689,0.066769,0.0416878,12,12,4.16041,4.55119,3.2289,3.56285
4.987,3.64214,3.69207,2.35978,-0.0293945,-0.0139847,2.63115,0.0673673,0.0419314,12,12,4.15074,4.54601,3.4089,3.69354
4.992,3.66546,3.52981,2.37771,-0.0296468,-0.0140672,2.64536,0.0679671,0.0421766,6.26588,9.80556,4.11378,4.51052,3.5496,3.71478
4.997,3.5028,4.03718,2.39605,-0.0299201,-0.0149038,2.65958,0.0685707,0.0424247,7.723,12,4.08985,4.49269,3.62354,3.6362
5.002,3.67429,3.52981,2.41438,-0.0302079,-0.0156989,2.67375,0.0691758,0.0426745,4.7771,6.73615,4.0485,4.45559,3.54125,3.88546
5.007,3.10384,3.57111,2.43313,-0.0305045,-0.0158195,2.68797,0.0697867,0.042928,8.99869,12,4.03585,4.44751,3.63388,3.69951
5.012,3.20825,3.69803,2.45165,-0.0307838,-0.0150808,2.70215,0.070399,0.0431833,7.13705,8.64896,3.99773,4.40771,3.31395,3.63413
5.017,3.03793,3.45261,2.46919,-0.0310562,-0.0155285,2.71627,0.0710127,0.0434405,7.78104,8.69163,3.9615,4.37434,3.26016,3.68613
5.022,3.30077,3.23089,2.48673,-0.0313292,-0.015565,2.73044,0.0716325,0.0437015,12,12,3.95568,4.37287,3.15819,3.57183
5.027,3.44223,3.23089,2.50372,-0.0315536,-0.0132055,2.74456,0.0722536,0.0439645,9.04564,11.881,3.93018,4.33946,3.26056,3.39662
5.032,2.90862,3.51356,2.52053,-0.0317562,-0.0120538,2.75867,0.0728781,0.0442303,9.32016,12,3.91383,4.32103,3.38717,3.33072
5.037,3.17487,3.55172,2.53749,-0.031956,-0.0117771,2.77274,0.073505,0.0444985,10.4091,11.7764,3.88834,4.29621,3.11788,3.47423
5.042,3.41399,3.30315,2.55413,-0.0321392,-0.0110095,2.78685,0.0741371,0.0447704,12,12,3.88357,4.29208,3.18762,3.55184
5.047,3.17047,3.63635,2.57115,-0.0323181,-0.0105129,2.80091,0.0747707,0.0450444,6.45698,10.5853,3.85257,4.26032,3.32605,3.42823
5.052,3.6191,3.49478,2.5882,-0.0324998,-0.010654,2.81496,0.0754077,0.0453214,9.01718,10.9397,3.8311,4.24173,3.24662,3.58294
5.057,3.17047,3.41145,2.60544,-0.0326871,-0.0108621,2.82897,0.0760472,0.0456011,4.7571,9.54095,3.80239,4.21556,3.46429,3.55265
5.064,3.31032,3.69803,2.62316,-0.0328736,-0.0105247,2.84302,0.0766922,0.0458848,9.60719,12,3.79023,4.20579,3.30125,3.49927
5.068,3.30553,3.6191,2.64033,-0.0330566,-0.0106578,2.85701,0.0773387,0.0461708,5.01743,6.98999,3.75633,4.17353,3.30207,3.62768
5.073,3.56,3.40384,2.65783,-0.0332322,-0.0100342,2.87099,0.0779887,0.04646,6.8109,8.56262,3.7341,4.15137,3.30879,3.63614
5.078,3.24693,3.46568,2.67536,-0.0333932,-0.00918281,2.88496,0.0786424,0.0467526,4.90001,9.57636,3.71222,4.12872,3.45264,3.51744
5.083,3.53526,3.46306,2.69296,-0.0335551,-0.0092006,2.8989,0.0792985,0.047048,4.5155,8.15815,3.6817,4.10003,3.31599,3.50101
5.088,3.17047,3.73119,2.71017,-0.03372,-0.00957906,2.91287,0.0799605,0.0473479,6.52693,12,3.67007,4.09362,3.44767,3.51544
5.093,2.9767,3.76804,2.72776,-0.0338822,-0.0092276,2.92678,0.080624,0.0476503,3.53589,4.77728,3.63482,4.0582,3.26595,3.64166
5.098,3.20825,3.39627,2.7452,-0.0340354,-0.00878433,2.94069,0.0812913,0.0479564,7.51837,6.15004,3.61206,4.03628,3.10246,3.71546
5.103,3.10806,3.20151,2.76241,-0.034196,-0.00932749,2.95456,0.0819613,0.0482656,5.09429,7.07035,3.58194,4.00997,3.16428,3.5262
5.108,3.35643,3.19704,2.7793,-0.0343533,-0.00931185,2.96846,0.0826372,0.0485796,9.15123,12,3.57279,4.00471,3.14594,3.36168
5.113,2.90862,3.19704,2.79573,-0.0344807,-0.00774932,2.98231,0.0833148,0.0488964,4.00676,8.83366,3.54673,3.97404,3.26154,3.28314
5.118,2.98058,3.3663,2.81226,-0.0345895,-0.00658455,2.99614,0.0839963,0.0492171,8.1219,11.1531,3.53058,3.95615,3.05586,3.26217
5.123,3.25616,3.63058,2.82821,-0.0346682,-0.00493384,3.00994,0.0846805,0.0495412,7.8964,9.20465,3.51281,3.93416,3.02277,3.34529
5.128,3.11228,3.30792,2.84429,-0.034722,-0.0033472,3.02375,0.0853699,0.04987,8.1442,9.21993,3.50602,3.9248,3.1801,3.53813
5.133,3.74339,3.31992,2.86125,-0.0347828,-0.00358357,3.03751,0.0860609,0.0502018,3.2392,5.88964,3.47167,3.89241,3.12483,3.39966
5.138,3.09127,3.42421,2.87773,-0.0348235,-0.00247299,3.05132,0.0867596,0.0505396,5.78503,12,3.47343,3.89484,3.49681,3.39093
5.143,3.04197,3.1639,2.89512,-0.0348561,-0.00187152,3.06507,0.08746,0.0508807,1.58757,4.86599,3.43905,3.85943,3.22337,3.41018
5.148,2.42874,3.29839,2.91187,-0.0348852,-0.00173611,3.07877,0.0881622,0.0512249,3.01347,6.67762,3.40651,3.8275,3.09575,3.26845
5.153,2.64787,3.49478,2.92794,-0.0348866,-9.09281e-05,3.09252,0.0888722,0.0515756,12,12,3.41166,3.83151,2.72419,3.31801
5.158,3.52981,3.45522,2.9432,-0.0348575,0.00190702,3.10622,0.0895841,0.0519296,9.56642,6.01114,3.39221,3.806,2.70878,3.42182
5.163,3.20375,3.29364,2.95868,-0.0348121,0.00293165,3.11985,0.0902976,0.0522872,2.91367,5.22284,3.36846,3.77968,3.19899,3.4419
5.168,3.48414,3.47357,2.97544,-0.0347345,0.00463174,3.13355,0.0910194,0.0526515,7.60467,10.8858,3.36987,3.77978,3.20914,3.38079
5.174,3.88969,3.26545,2.99208,-0.0346379,0.00580227,3.14719,0.0917431,0.0530196,-0.22402,3.75192,3.34033,3.74719,3.34333,3.43214
5.179,3.51896,3.20151,3.00919,-0.0345426,0.00557132,3.16076,0.0924685,0.0533913,-4.88935,4.00751,3.30418,3.71295,3.6112,3.333
5.184,3.16828,3.28419,3.02673,-0.0344455,0.00554095,3.1744,0.0932024,0.0537703,1.57849,10.3996,3.29672,3.71049,3.52009,3.28832
5.189,2.90309,3.57111,3.04392,-0.034342,0.00601956,3.18797,0.0939383,0.0541533,-1.213,3.95273,3.26211,3.67534,3.26225,3.2837
5.194,2.63871,3.15953,3.06044,-0.0342607,0.00491667,3.20148,0.0946759,0.0545402,1.10826,2.39378,3.22652,3.64477,3.01981,3.44344
5.199,2.79497,3.48414,3.07676,-0.0342006,0.0036821,3.21506,0.0954224,0.0549349,9.50668,10.7602,3.22217,3.64988,2.8088,3.2955
5.204,2.81907,3.3663,3.09218,-0.0341563,0.00287621,3.22857,0.0961709,0.0553339,4.45257,3.76716,3.19343,3.62517,2.80092,3.39917
5.209,3.14434,3.42421,3.10783,-0.0341291,0.00173927,3.24202,0.0969212,0.0557371,3.49814,3.475,3.162,3.5989,2.80676,3.36615
5.214,3.04197,3.59919,3.12342,-0.034074,0.00353459,3.25553,0.0976808,0.0561487,8.14294,9.28355,3.16911,3.60514,3.02944,3.42048
5.219,3.14003,3.30553,3.1397,-0.0339834,0.00556189,3.26898,0.0984423,0.0565648,1.39944,0.767486,3.14258,3.57277,3.01986,3.50204
5.224,3.30077,3.73728,3.15617,-0.0338641,0.00724188,3.28236,0.0992058,0.0569856,0.0668702,1.68841,3.11366,3.53923,3.06591,3.36179
5.229,3.20825,3.26545,3.1724,-0.0336889,0.0107941,3.29581,0.0999789,0.0574152,5.43871,5.70108,3.12167,3.54031,3.21107,3.59055
5.234,1.95398,2.68042,3.18957,-0.0334623,0.0131968,3.3092,0.100754,0.0578498,-1.83304,0.4455,3.09097,3.50254,3.16961,3.36569
5.239,2.9767,3.1639,3.20607,-0.0332339,0.0138421,3.32252,0.101531,0.0582893,6.10491,5.49846,3.05887,3.46944,2.43274,2.94387
5.244,2.38074,3.00602,3.21965,-0.0330275,0.0152053,3.33587,0.102317,0.0587376,10.0781,11.7883,3.06883,3.47925,2.79372,3.11444
5.249,2.51271,3.1639,3.23456,-0.0327786,0.016685,3.34917,0.103104,0.0591911,6.44696,5.61042,3.04702,3.45364,2.55232,3.04759
5.254,3.16172,3.30792,3.2487,-0.0325358,0.0171709,3.36244,0.103897,0.0596518,9.06609,7.97017,3.03894,3.4468,2.55487,3.1302
5.259,3.14434,3.3663,3.26305,-0.0322482,0.0200395,3.37568,0.104694,0.0601191,4.1306,4.82929,3.02925,3.42944,2.92409,3.23665
5.264,3.14003,3.32233,3.27861,-0.0318692,0.0243607,3.38893,0.105498,0.0605949,4.40886,5.15851,3.02947,3.41871,3.05535,3.31452
5.269,2.91232,3.19036,3.29468,-0.0314032,0.0289815,3.40211,0.106304,0.0610765,-0.26014,0.381843,3.00844,3.38331,3.0789,3.2929
5.275,3.17047,3.22861,3.31076,-0.0308787,0.0326018,3.41533,0.107119,0.0615682,5.46774,6.35517,3.01039,3.37746,2.97779,3.23465
5.28,3.27012,3.06642,3.32644,-0.0303458,0.0339835,3.42848,0.107936,0.0620661,-1.20909,1.41876,2.98324,3.34698,3.06049,3.2132
5.285,3.14434,2.89391,3.34227,-0.0297958,0.0347275,3.44159,0.108757,0.0625714,-1.74776,3.33988,2.95968,3.32303,3.14656,3.11928
5.29,3.40384,3.31511,3.35808,-0.0292197,0.0364211,3.45471,0.109586,0.0630865,1.31932,7.22893,2.9514,3.3128,3.11695,2.99914
5.295,3.20825,3.23089,3.37351,-0.0286517,0.0367878,3.46776,0.110418,0.0636082,-4.291,1.19151,2.92232,3.28389,3.23638,3.17919
5.3,1.76355,2.85244,3.3897,-0.0280709,0.0358561,3.48083,0.111257,0.0641403,-1.32939,4.07294,2.90541,3.2739,3.17774,3.21062
5.305,1.89259,3.11864,3.40582,-0.0274961,0.0356461,3.49382,0.112098,0.0646794,4.66736,2.26157,2.87099,3.24164,2.31496,2.97067
5.31,2.91232,3.19704,3.41916,-0.0270144,0.0360999,3.50686,0.11295,0.0652306,12,9.32947,2.87853,3.25252,2.10369,3.07722
5.315,3.13788,3.40637,3.43223,-0.0265341,0.0367221,3.51982,0.113804,0.0657893,4.46197,3.17516,2.86163,3.23511,2.6046,3.1375
5.321,2.9767,3.24923,3.44672,-0.0259878,0.0376883,3.53274,0.114663,0.0663569,0.631436,1.19174,2.84428,3.21699,2.91098,3.28067
5.325,2.94416,2.92161,3.46234,-0.0253691,0.0395862,3.54567,0.11553,0.0669364,2.01898,3.03675,2.83652,3.20716,2.93555,3.24916
5.33,2.64634,3.23089,3.47795,-0.0247104,0.0421919,3.55853,0.116399,0.067524,-1.5764,0.92277,2.81051,3.17428,2.90434,3.02862
5.335,2.79668,3.11864,3.49291,-0.0240329,0.0452365,3.5714,0.117277,0.0681242,4.79385,4.19936,2.80856,3.16661,2.74779,3.14555
5.341,3.1293,2.05115,3.50778,-0.0233607,0.0451885,3.5842,0.118158,0.0687329,-0.522143,0.39591,2.7795,3.13942,2.75076,3.1043
5.345,2.20954,2.856,3.52255,-0.0226809,0.0459998,3.59701,0.119048,0.069355,1.28398,11.4494,2.7729,3.13454,2.95046,2.50667
5.35,2.20954,3.19704,3.53631,-0.0220405,0.0464908,3.60974,0.119941,0.0699861,3.2498,5.30112,2.75023,3.11208,2.48728,2.72693
5.355,2.80525,3.23545,3.54946,-0.0214239,0.0468489,3.62249,0.120843,0.0706314,9.2973,6.78867,2.75042,3.11564,2.34833,3.0202
5.362,2.64634,3.0319,3.563,-0.0207614,0.0488943,3.63516,0.121748,0.0712864,2.15815,0.500141,2.73196,3.09252,2.62113,3.12504
5.365,2.84358,2.90309,3.57749,-0.0200072,0.0520067,3.64785,0.122662,0.0719563,5.2943,4.46154,2.73156,3.08679,2.64268,3.06193
5.371,2.18737,2.84535,3.59187,-0.0192194,0.0547217,3.66045,0.123579,0.0726365,-0.195876,1.18679,2.70981,3.05839,2.74006,2.94586
5.376,2.45874,2.21703,3.60621,-0.0183773,0.0586829,3.67307,0.124506,0.0733327,7.92925,6.05805,2.71181,3.05249,2.42262,2.88629
5.381,2.51548,2.66327,3.61959,-0.0175601,0.0610071,3.68561,0.125436,0.0740398,3.71992,6.88076,2.69354,3.02899,2.43851,2.49166
5.386,2.67886,3.07466,3.63201,-0.0168008,0.0610323,3.69817,0.126377,0.0747639,7.23242,10.7745,2.6956,3.03581,2.49717,2.6339
5.391,2.76794,3.01791,3.64494,-0.0160008,0.0617855,3.71064,0.12732,0.0754997,1.49934,2.5203,2.67528,3.01538,2.59364,2.89369
5.396,3.00602,3.05823,3.65877,-0.0151209,0.0635494,3.72313,0.128274,0.0762535,3.89256,5.14413,2.67398,3.01357,2.69648,2.97171
5.401,2.67886,2.96513,3.67305,-0.0142005,0.0643507,3.73553,0.129232,0.0770199,-3.10309,-0.423914,2.64644,2.98594,2.84328,2.99976
5.406,2.94227,2.79668,3.68777,-0.0132317,0.0657109,3.74795,0.1302,0.0778056,2.05014,3.83812,2.6394,2.97991,2.727,2.97383
5.411,3.04197,2.87032,3.70214,-0.0122768,0.0663895,3.76029,0.131172,0.0786047,-3.43899,0.720591,2.61064,2.95163,2.81206,2.8488
5.416,1.8763,2.69146,3.7164,-0.0113131,0.0674719,3.77264,0.132155,0.0794244,-0.353502,5.05055,2.60485,2.94799,2.9194,2.86994
5.421,1.83936,2.44822,3.73098,-0.010279,0.0707957,3.78491,0.133141,0.0802585,2.90391,1.0331,2.58041,2.91604,2.2754,2.73762
5.426,2.42231,2.588,3.7436,-0.00935172,0.0733266,3.79716,0.134137,0.0811122,9.82408,7.7094,2.57796,2.91056,2.04321,2.57258
5.431,3.01195,2.59386,3.75523,-0.00849197,0.0738338,3.80935,0.135139,0.0819838,5.68577,6.83548,2.56816,2.9031,2.28513,2.59548
5.436,2.67886,2.89026,3.76752,-0.0075624,0.0755023,3.82153,0.13615,0.0828764,1.89625,7.41962,2.56486,2.8997,2.71158,2.61722
5.441,2.682,2.9767,3.78093,-0.00650348,0.0787816,3.83365,0.137168,0.0837882,0.241163,2.57495,2.55183,2.88081,2.66678,2.777
5.446,2.67729,2.71701,3.79463,-0.00538755,0.0812742,3.84575,0.138196,0.0847227,1.13347,2.48844,2.54295,2.8696,2.65762,2.88873
5.452,2.64634,2.88298,3.80858,-0.00420843,0.0842955,3.85776,0.139228,0.085675,-2.00775,0.0378684,2.51833,2.83926,2.63401,2.76136
5.456,2.91047,2.68357,3.82216,-0.00304417,0.0855652,3.86979,0.140273,0.0866545,2.21416,4.43021,2.51454,2.83813,2.62773,2.83658
5.462,2.57345,3.06642,3.8359,-0.00185897,0.0860059,3.88173,0.141322,0.0876533,-4.52141,0.359161,2.48463,2.81059,2.74831,2.72669
5.466,2.34058,2.8156,3.84968,-0.000651323,0.0874681,3.89368,0.142384,0.0886814,1.5996,2.80059,2.47982,2.80829,2.6252,2.9255
5.472,2.53498,2.82254,3.86364,0.000587014,0.0884701,3.90554,0.143451,0.0897303,-1.358,-1.51052,2.44945,2.77892,2.42278,2.8242
5.477,2.22349,2.64023,3.87683,0.00179109,0.0910085,3.91738,0.14453,0.0908076,1.97729,2.3402,2.44117,2.76934,2.4806,2.81045
5.482,3.03995,2.33461,3.89013,0.0030374,0.0934232,3.92916,0.145615,0.0919108,1.9494,1.68765,2.42389,2.75028,2.31314,2.68956
5.487,2.64634,2.37211,3.90271,0.004228,0.0943942,3.94092,0.146713,0.0930447,-1.20405,6.3124,2.41458,2.74472,2.72061,2.49193
5.492,2.64634,2.65094,3.91581,0.00548466,0.0956246,3.95258,0.147815,0.094203,-3.98993,2.87468,2.38693,2.71811,2.62232,2.4208
5.497,2.41083,2.69621,3.92848,0.00671764,0.0969784,3.96426,0.148932,0.0953984,1.13274,6.51241,2.38535,2.72076,2.61335,2.58029
5.502,2.19261,2.66327,3.94153,0.00799998,0.0979414,3.97584,0.150055,0.0966203,-2.57318,0.0975897,2.35659,2.69424,2.45107,2.63205
5.507,2.41083,2.66327,3.9543,0.00927938,0.0998471,3.9874,0.15119,0.0978783,2.77877,3.38698,2.3468,2.6865,2.28624,2.64545
5.512,2.56193,2.92909,3.96669,0.0105357,0.101057,3.9989,0.152334,0.0991697,0.361713,1.83227,2.32876,2.67163,2.34314,2.644
5.517,2.31806,2.69304,3.97922,0.0118028,0.100795,4.01034,0.153487,0.100496,-1.75838,-0.174138,2.30655,2.65703,2.44632,2.79556
5.522,2.67729,2.46668,3.99239,0.0131532,0.102205,4.02175,0.154654,0.101863,0.663675,1.67349,2.29277,2.64765,2.34969,2.71771
5.527,2.11365,2.48678,4.00511,0.014503,0.105692,4.0331,0.15583,0.103268,-2.12275,1.76255,2.27651,2.62896,2.51362,2.55481
5.532,2.22457,2.66327,4.01783,0.0158974,0.109175,4.04439,0.157016,0.104713,0.590101,2.0342,2.25966,2.61001,2.2494,2.5026
5.537,2.4121,2.82603,4.02976,0.0172413,0.112233,4.05565,0.158217,0.106204,2.86674,3.382,2.25356,2.60472,2.22957,2.59609
5.542,2.11365,2.75461,4.04186,0.0186267,0.113952,4.0668,0.159423,0.107734,-2.35108,-1.93372,2.22637,2.57979,2.31011,2.70387
5.547,2.02395,2.05945,4.05444,0.0200755,0.114684,4.07798,0.16065,0.109321,3.21392,3.01982,2.22042,2.58331,2.18795,2.72534
5.552,1.81818,2.26082,4.06676,0.0215193,0.116643,4.08904,0.161883,0.11095,-0.295848,2.02931,2.19175,2.55695,2.0647,2.3079
5.557,2.30987,2.23107,4.07772,0.0228365,0.119584,4.10009,0.163132,0.112635,5.91552,6.89651,2.18769,2.55576,1.92601,2.29465
5.562,2.02933,2.46138,4.0883,0.0241372,0.122356,4.11102,0.164387,0.114367,-0.0587714,3.57,2.16676,2.53575,2.13904,2.25859
5.567,2.22457,2.47736,4.09932,0.0255247,0.125288,4.12192,0.16566,0.116161,3.65398,5.38599,2.16116,2.53406,2.07077,2.39169
5.573,1.63098,2.51824,4.11049,0.026959,0.127636,4.13276,0.166944,0.118013,0.435291,2.63735,2.14423,2.52162,2.14684,2.4389
5.578,2.03746,2.18737,4.12198,0.0284636,0.130307,4.14352,0.168241,0.119927,3.50408,1.72299,2.12586,2.50739,1.83481,2.47119
5.583,2.21703,2.41083,4.13275,0.029924,0.134728,4.15426,0.169557,0.121913,4.67437,6.01118,2.12232,2.50559,1.96537,2.30819
5.588,2.54625,2.66018,4.14344,0.0313994,0.137157,4.16488,0.170881,0.123959,-1.2984,1.30209,2.09631,2.48392,2.09271,2.36027
5.593,2.18633,2.66018,4.15458,0.0329495,0.138305,4.17548,0.172223,0.126087,-1.52844,2.9194,2.08364,2.48303,2.33866,2.54308
5.598,2.02395,2.56768,4.16678,0.0346746,0.14041,4.186,0.173581,0.12829,-2.87965,-0.827913,2.05826,2.46586,2.20903,2.58999
5.603,2.01238,2.42103,4.17878,0.0363763,0.1409,4.19644,0.174952,0.130574,-1.99913,-0.366392,2.03,2.45077,2.06571,2.55298
5.608,2.42745,2.4561,4.19032,0.0380303,0.142304,4.20681,0.176339,0.132943,-1.19173,0.830756,2.00454,2.43684,2.00755,2.4561
5.613,1.62462,2.36231,4.20148,0.0396389,0.143214,4.21711,0.177742,0.135402,-3.93635,1.11155,1.97898,2.42485,2.2206,2.44648
5.618,2.08383,2.49491,4.21314,0.0413158,0.142788,4.22737,0.179167,0.137969,1.12915,3.50839,1.95762,2.42361,1.84147,2.39332
5.623,1.37897,2.30638,4.22372,0.0428466,0.143654,4.23751,0.180602,0.140626,-3.29235,-0.768215,1.92321,2.40247,1.95459,2.43293
5.628,1.8694,2.12839,4.23468,0.044478,0.14779,4.24762,0.182062,0.143403,4.64295,3.94498,1.91123,2.40116,1.61232,2.35201
5.633,1.80314,2.09335,4.24458,0.0459941,0.152051,4.2576,0.183532,0.146282,-0.436377,1.74084,1.88348,2.38006,1.75121,2.20586
5.638,2.0115,2.38198,4.25445,0.0475461,0.155959,4.26755,0.185028,0.149298,2.69114,6.83397,1.87341,2.38379,1.77704,2.15728
5.644,2.01504,2.46403,4.26425,0.0491371,0.160847,4.27741,0.186544,0.152446,-0.724286,2.89865,1.85444,2.37502,1.89749,2.29431
5.648,1.76763,2.35624,4.2747,0.0508687,0.164337,4.28719,0.18808,0.155734,-2.52697,1.28215,1.82922,2.36488,1.93621,2.38841
5.653,1.7588,2.29943,4.28546,0.0526946,0.168004,4.29689,0.189637,0.159171,-1.77537,1.23534,1.80173,2.35358,1.80488,2.35688
5.658,1.78347,2.19893,4.29581,0.0545179,0.174395,4.3065,0.191215,0.16277,-0.728359,1.74926,1.77914,2.3423,1.75547,2.3122
5.664,1.65038,2.30638,4.30592,0.0563301,0.177361,4.31603,0.192816,0.166541,-1.86142,2.8593,1.75024,2.33477,1.74298,2.24243
5.668,1.80741,2.28565,4.31582,0.0581353,0.180365,4.32546,0.194441,0.170497,-1.36434,2.53453,1.72071,2.32846,1.66088,2.27847
5.674,1.6486,2.18633,4.3256,0.0599546,0.183941,4.33481,0.19609,0.174653,-2.43135,2.52595,1.69099,2.32275,1.71855,2.28104
5.678,1.65576,2.22673,4.33552,0.0618353,0.187324,4.34406,0.197765,0.179024,-2.39722,3.05555,1.65869,2.31725,1.64313,2.22457
5.684,1.62404,2.2475,4.34511,0.0636832,0.19036,4.35323,0.199466,0.183626,-2.64756,3.2789,1.62527,2.31398,1.61702,2.22943
