Time,Pos,EstPos,EstVel,PosRef,Volt
28.416,-0.667402,-0.662489,-0.629141,-0.677722,-8.12936
28.421,-0.667402,-0.670286,-0.524241,-0.679624,-6.47858
28.426,-0.667402,-0.670125,-0.552387,-0.681518,-7.51621
28.431,-0.667402,-0.670279,-0.584334,-0.683405,-7.7825
28.436,-0.674563,-0.67044,-0.616249,-0.685284,-8.02723
28.441,-0.674563,-0.677421,-0.525407,-0.687156,-6.57422
28.447,-0.674563,-0.677293,-0.553442,-0.689019,-7.5235
28.451,-0.674563,-0.677444,-0.584858,-0.690876,-7.7834
28.456,-0.682305,-0.677602,-0.616232,-0.692724,-8.02391
28.461,-0.682305,-0.685133,-0.514921,-0.694565,-6.42943
28.466,-0.682305,-0.684979,-0.542122,-0.696398,-7.4318
28.471,-0.682305,-0.685127,-0.572989,-0.698223,-7.68907
28.476,-0.690762,-0.685282,-0.603821,-0.700041,-7.92547
28.481,-0.690762,-0.693493,-0.489706,-0.701851,-6.15721
28.486,-0.690762,-0.693307,-0.516004,-0.703653,-7.22615
28.491,-0.690762,-0.693451,-0.54632,-0.705448,-7.48115
28.496,-0.698231,-0.693604,-0.576611,-0.707235,-7.71344
28.501,-0.698231,-0.70087,-0.478888,-0.709015,-6.17526
28.506,-0.698231,-0.700721,-0.505143,-0.710786,-7.14239
28.511,-0.698231,-0.700863,-0.534931,-0.71255,-7.39062
28.516,-0.705086,-0.701014,-0.56468,-0.714307,-7.61869
28.521,-0.705086,-0.707692,-0.476927,-0.716055,-6.22174
28.526,-0.705086,-0.707565,-0.502951,-0.717796,-7.12409
28.531,-0.705086,-0.707706,-0.532205,-0.71953,-7.36655
28.536,-0.711804,-0.707853,-0.561413,-0.721255,-7.59042
28.541,-0.711804,-0.714399,-0.475454,-0.722973,-6.22162
28.546,-0.711804,-0.714274,-0.501005,-0.724684,-7.10635
28.551,-0.711804,-0.714413,-0.529719,-0.726386,-7.3443
28.556,-0.711804,-0.714557,-0.558386,-0.728081,-7.564
28.562,-0.718045,-0.714701,-0.58692,-0.729768,-7.7822
28.568,-0.718045,-0.720789,-0.508459,-0.731448,-6.52127
28.574,-0.724456,-0.72068,-0.533573,-0.73312,-7.35366
28.577,-0.724456,-0.726922,-0.451838,-0.734784,-6.06668
28.581,-0.724456,-0.726805,-0.476594,-0.736441,-6.91426
28.586,-0.724456,-0.726939,-0.504364,-0.73809,-7.14414
28.591,-0.724456,-0.727079,-0.532084,-0.739731,-7.35655
28.596,-0.731959,-0.727218,-0.55967,-0.741364,-7.56748
28.601,-0.731959,-0.734503,-0.458656,-0.74299,-6.00043
28.606,-0.731959,-0.734339,-0.482186,-0.744608,-6.95014
28.611,-0.731959,-0.734468,-0.509265,-0.746219,-7.17769
28.616,-0.738575,-0.734605,-0.536307,-0.747822,-7.38497
28.621,-0.738575,-0.741042,-0.449934,-0.749417,-6.02378
28.626,-0.738575,-0.740911,-0.47337,-0.751005,-6.88178
28.631,-0.738575,-0.741038,-0.499919,-0.752584,-7.10283
28.636,-0.7456,-0.741172,-0.52642,-0.754156,-7.3059
28.641,-0.7456,-0.747996,-0.432498,-0.755721,-5.84363
28.646,-0.7456,-0.747846,-0.455186,-0.757278,-6.73788
28.651,-0.7456,-0.74797,-0.481189,-0.758827,-6.95586
28.656,-0.75208,-0.748101,-0.507148,-0.760368,-7.1548
28.661,-0.75208,-0.754403,-0.422027,-0.761902,-5.8176
28.666,-0.75208,-0.754272,-0.444449,-0.763428,-6.65381
28.671,-0.75208,-0.754394,-0.469917,-0.764947,-6.8662
28.676,-0.758492,-0.754522,-0.495335,-0.766457,-7.06095
28.681,-0.758492,-0.760757,-0.41084,-0.767961,-5.73574
28.686,-0.758492,-0.760626,-0.432755,-0.769456,-6.56107
28.691,-0.758492,-0.760745,-0.457683,-0.770944,-6.76912
28.696,-0.764596,-0.760871,-0.482559,-0.772424,-6.9597
28.701,-0.764596,-0.76681,-0.402778,-0.773896,-5.70304
28.706,-0.764596,-0.766688,-0.424306,-0.775361,-6.4939
28.711,-0.764596,-0.766805,-0.448696,-0.776818,-6.69698
28.716,-0.770939,-0.766928,-0.473031,-0.778267,-6.88339
28.721,-0.770939,-0.773092,-0.388621,-0.779709,-5.56603
28.726,-0.770939,-0.772958,-0.409487,-0.781143,-6.3763
28.731,-0.770939,-0.773072,-0.433333,-0.782569,-6.57586
28.736,-0.77718,-0.773192,-0.457126,-0.783988,-6.75813
28.741,-0.77718,-0.779256,-0.373927,-0.785399,-5.46084
28.746,-0.77718,-0.779124,-0.394303,-0.786802,-6.25686
28.751,-0.77718,-0.779235,-0.417608,-0.788198,-6.45199
28.756,-0.78366,-0.779353,-0.44086,-0.789586,-6.6301
28.761,-0.78366,-0.785641,-0.353031,-0.790966,-5.27212
28.766,-0.78366,-0.785496,-0.372745,-0.792339,-6.08755
28.771,-0.78366,-0.785605,-0.395506,-0.793704,-6.27915
28.776,-0.789798,-0.785719,-0.418216,-0.795061,-6.45312
28.781,-0.789798,-0.79168,-0.335685,-0.79641,-5.17175
28.786,-0.789798,-0.791546,-0.35503,-0.797752,-5.94935
28.791,-0.789798,-0.791652,-0.377253,-0.799087,-6.1359
28.796,-0.795869,-0.791764,-0.399422,-0.800413,-6.30569
28.801,-0.795869,-0.797657,-0.317517,-0.801732,-5.03632
28.806,-0.795869,-0.797523,-0.336355,-0.803043,-5.80303
28.811,-0.795869,-0.797627,-0.358038,-0.804347,-5.98524
28.816,-0.801291,-0.797736,-0.379665,-0.805643,-6.15087
28.821,-0.801291,-0.803009,-0.308314,-0.806931,-5.03081
28.827,-0.801291,-0.802899,-0.326937,-0.808211,-5.72938
28.831,-0.801291,-0.803,-0.348087,-0.809484,-5.90573
28.836,-0.806441,-0.803107,-0.369172,-0.810749,-6.06715
28.841,-0.806441,-0.808118,-0.301951,-0.812007,-5.00755
28.846,-0.806441,-0.808015,-0.32017,-0.813257,-5.67502
28.851,-0.806441,-0.808114,-0.340782,-0.814499,-5.8465
28.856,-0.811488,-0.808218,-0.361327,-0.815733,-6.00375
28.861,-0.811488,-0.813129,-0.295316,-0.81696,-4.96421
28.866,-0.811488,-0.813028,-0.313045,-0.818179,-5.61743
28.871,-0.811488,-0.813124,-0.333117,-0.819391,-5.78448
28.876,-0.81674,-0.813225,-0.353119,-0.820594,-5.93757
28.881,-0.81674,-0.818328,-0.283063,-0.821791,-4.84542
28.886,-0.81674,-0.818216,-0.300147,-0.822979,-5.51468
28.891,-0.81674,-0.818309,-0.319675,-0.82416,-5.67811
28.896,-0.821924,-0.818408,-0.339136,-0.825333,-5.82706
28.901,-0.821924,-0.823443,-0.269707,-0.826498,-4.74691
28.906,-0.821924,-0.823331,-0.286284,-0.827656,-5.40528
28.911,-0.821924,-0.823422,-0.305271,-0.828806,-5.56438
28.916,-0.827176,-0.823517,-0.324191,-0.829948,-5.70916
28.921,-0.827176,-0.828614,-0.253051,-0.831083,-4.6087
28.926,-0.827176,-0.828497,-0.269052,-0.83221,-5.26965
28.931,-0.827176,-0.828585,-0.287497,-0.833329,-5.42477
28.936,-0.832734,-0.828678,-0.305875,-0.834441,-5.5654
28.941,-0.832734,-0.834065,-0.228939,-0.835545,-4.38809
28.946,-0.832734,-0.833932,-0.244244,-0.836641,-5.0752
28.951,-0.832734,-0.834017,-0.262143,-0.83773,-5.22697
28.956,-0.837611,-0.834107,-0.279979,-0.838811,-5.36347
28.961,-0.837611,-0.838842,-0.21418,-0.839884,-4.34354
28.966,-0.837611,-0.838734,-0.229287,-0.84095,-4.95913
28.971,-0.837611,-0.838817,-0.246654,-0.842008,-5.10496
28.976,-0.841874,-0.838905,-0.263949,-0.843058,-5.23725
28.981,-0.841874,-0.843052,-0.208119,-0.844101,-4.35855
28.986,-0.841874,-0.842966,-0.222995,-0.845136,-4.90937
28.991,-0.841874,-0.843047,-0.239828,-0.846163,-5.04942
28.996,-0.844807,-0.843131,-0.256582,-0.847183,-5.17752
29.001,-0.844807,-0.846009,-0.222984,-0.848194,-4.60966
29.006,-0.844807,-0.845974,-0.237989,-0.849199,-5.02499
29.011,-0.844807,-0.846054,-0.254299,-0.850195,-5.15739
29.016,-0.846001,-0.846136,-0.270511,-0.851184,-5.28123
29.021,-0.846001,-0.847354,-0.266152,-0.852165,-5.12114
29.026,-0.846001,-0.847387,-0.281493,-0.853139,-5.36057
29.031,-0.846001,-0.847465,-0.297285,-0.854105,-5.48423
29.036,-0.846001,-0.847545,-0.312956,-0.855063,-5.6038
29.041,-0.846001,-0.847623,-0.328493,-0.856013,-5.72225
29.046,-0.846001,-0.847701,-0.343895,-0.856956,-5.83965
29.051,-0.846001,-0.847778,-0.359161,-0.857891,-5.95602
29.056,-0.845694,-0.847855,-0.374292,-0.858819,-6.07134
29.061,-0.845694,-0.847639,-0.394542,-0.859739,-6.25832
29.066,-0.845694,-0.847726,-0.409557,-0.860651,-6.34126
29.071,-0.845694,-0.847801,-0.424286,-0.861555,-6.45266
29.076,-0.845148,-0.847875,-0.438875,-0.862452,-6.56381
29.081,-0.845148,-0.847428,-0.462672,-0.863341,-6.80318
29.086,-0.845148,-0.847523,-0.477265,-0.864223,-6.85839
29.091,-0.845148,-0.847595,-0.491456,-0.865096,-6.965
29.096,-0.844261,-0.847666,-0.505504,-0.865963,-7.07198
29.101,-0.844261,-0.846892,-0.534598,-0.866821,-7.38796
29.106,-0.844261,-0.846998,-0.548822,-0.867672,-7.40533
29.111,-0.844261,-0.847068,-0.562476,-0.868515,-7.5069
29.116,-0.843579,-0.847136,-0.575982,-0.86935,-7.60969
29.121,-0.843579,-0.846554,-0.601031,-0.870178,-7.87305
29.126,-0.843579,-0.846649,-0.614611,-0.870998,-7.90648
29.131,-0.843579,-0.846716,-0.62772,-0.87181,-8.00442
29.136,-0.845967,-0.846781,-0.640685,-0.872615,-8.10308
29.141,-0.845967,-0.84912,-0.612639,-0.873412,-7.63535
29.146,-0.845967,-0.849088,-0.624128,-0.874201,-7.96771
29.151,-0.845967,-0.849149,-0.636654,-0.874983,-8.06957
29.156,-0.851662,-0.849212,-0.649076,-0.875757,-8.16429
29.161,-0.851662,-0.854699,-0.563847,-0.876523,-6.90894
29.166,-0.851662,-0.854531,-0.573126,-0.877282,-7.5638
29.171,-0.851662,-0.854586,-0.585067,-0.878033,-7.67021
29.176,-0.858244,-0.854646,-0.596946,-0.878776,-7.761
29.181,-0.858244,-0.860974,-0.495993,-0.879512,-6.29151
29.186,-0.858244,-0.860768,-0.504284,-0.88024,-7.02976
29.191,-0.858244,-0.860819,-0.51567,-0.88096,-7.13435
29.196,-0.864962,-0.860876,-0.527008,-0.881673,-7.22105
29.201,-0.864962,-0.867332,-0.423178,-0.882378,-5.71509
29.206,-0.864962,-0.867117,-0.430858,-0.883075,-6.46266
29.211,-0.864962,-0.867166,-0.441701,-0.883764,-6.56346
29.216,-0.872465,-0.86722,-0.452497,-0.884446,-6.646
29.221,-0.872465,-0.87442,-0.334695,-0.88512,-4.95012
29.226,-0.872465,-0.874171,-0.341438,-0.885787,-5.77099
29.231,-0.872465,-0.874216,-0.351729,-0.886446,-5.86969
29.236,-0.880343,-0.874268,-0.361983,-0.887097,-5.94814
29.241,-0.880343,-0.881822,-0.237216,-0.887741,-4.15926
29.246,-0.880343,-0.881555,-0.243228,-0.888376,-5.01301
29.251,-0.880343,-0.881597,-0.252973,-0.889005,-5.10854
29.256,-0.887232,-0.881646,-0.262685,-0.889625,-5.18286
29.261,-0.887232,-0.888256,-0.154311,-0.890238,-3.62405
29.266,-0.887232,-0.888026,-0.16028,-0.890843,-4.37599
29.271,-0.887232,-0.888066,-0.169497,-0.891441,-4.46477
29.276,-0.893131,-0.888112,-0.178668,-0.89203,-4.53486
29.281,-0.893131,-0.893778,-0.0866862,-0.892613,-3.20613
29.286,-0.893131,-0.893585,-0.0926126,-0.893187,-3.85625
29.291,-0.893131,-0.893623,-0.101301,-0.893754,-3.93826
29.296,-0.897224,-0.893667,-0.109931,-0.894313,-4.00413
29.301,-0.897224,-0.897608,-0.048356,-0.894864,-3.09932
29.306,-0.897224,-0.897485,-0.0546528,-0.895408,-3.5668
29.311,-0.897224,-0.897523,-0.0628239,-0.895944,-3.63991
29.316,-0.900395,-0.897564,-0.0709131,-0.896473,-3.70149
29.321,-0.900395,-0.900625,-0.0245627,-0.896993,-3.0106
29.326,-0.900395,-0.900537,-0.0307825,-0.897506,-3.383
29.331,-0.900395,-0.900573,-0.0384244,-0.898012,-3.44952
29.336,-0.903021,-0.900611,-0.0459724,-0.898509,-3.50689
29.341,-0.903021,-0.90315,-0.00842338,-0.898999,-2.94107
29.346,-0.903021,-0.903081,-0.0143769,-0.899482,-3.25543
29.351,-0.903021,-0.903114,-0.0214846,-0.899957,-3.31636
29.356,-0.90534,-0.90315,-0.0284912,-0.900424,-3.36953
29.361,-0.90534,-0.905394,0.00434393,-0.900883,-2.87225
29.366,-0.90534,-0.905334,-0.00122291,-0.901335,-3.15215
29.371,-0.90534,-0.905365,-0.00779317,-0.901778,-3.20812
29.376,-0.907489,-0.905398,-0.0142584,-0.902215,-3.25711
29.381,-0.907489,-0.907477,0.0161987,-0.902643,-2.79605
29.386,-0.907489,-0.907422,0.0110873,-0.903064,-3.05496
29.391,-0.907489,-0.90745,0.00505635,-0.903478,-3.10632
29.396,-0.909024,-0.90748,-0.000867374,-0.903883,-3.15114
29.401,-0.909024,-0.908972,0.0196204,-0.904281,-2.83132
29.406,-0.909024,-0.908939,0.014741,-0.904672,-3.02545
29.411,-0.909024,-0.908965,0.00924326,-0.905054,-3.07104
29.416,-0.910285,-0.908992,0.00386086,-0.905429,-3.11166
29.421,-0.910285,-0.910221,0.0202188,-0.905796,-2.8523
29.426,-0.910285,-0.910196,0.0157432,-0.906156,-3.01533
29.431,-0.910285,-0.91022,0.0107834,-0.906508,-3.05605
29.436,-0.911377,-0.910245,0.00594241,-0.906852,-3.0925
29.441,-0.911377,-0.911308,0.0199222,-0.907188,-2.86936
29.446,-0.911377,-0.911288,0.0159021,-0.907517,-3.0114
29.451,-0.911377,-0.911309,0.0114816,-0.907839,-3.04751
29.456,-0.912707,-0.911331,0.00718209,-0.908152,-3.07979
29.461,-0.912707,-0.912619,0.0257909,-0.908458,-2.79596
29.466,-0.912707,-0.912586,0.0224329,-0.908756,-2.95742
29.471,-0.912707,-0.912605,0.018557,-0.909047,-2.99
29.476,-0.914003,-0.912624,0.0147992,-0.909329,-3.01814
29.481,-0.914003,-0.913877,0.0333657,-0.909604,-2.73823
29.486,-0.914003,-0.913842,0.0305319,-0.909872,-2.89216
29.491,-0.914003,-0.913858,0.0271972,-0.910132,-2.9205
29.496,-0.915162,-0.913875,0.0239809,-0.910384,-2.94448
29.501,-0.915162,-0.914995,0.0407531,-0.910628,-2.69272
29.506,-0.915162,-0.914963,0.0383921,-0.910865,-2.82903
29.511,-0.915162,-0.914977,0.0355971,-0.911094,-2.85285
29.516,-0.916151,-0.91499,0.0329223,-0.911316,-2.87267
29.521,-0.916151,-0.915945,0.0473164,-0.911529,-2.65713
29.526,-0.916151,-0.915918,0.0454109,-0.911735,-2.77245
29.531,-0.916151,-0.915929,0.0431551,-0.911934,-2.79167
29.536,-0.917174,-0.91594,0.0410218,-0.912125,-2.80731
29.541,-0.917174,-0.916924,0.0565414,-0.912308,-2.57955
29.546,-0.917174,-0.916893,0.0551947,-0.912483,-2.69407
29.551,-0.917174,-0.916901,0.0534809,-0.912651,-2.70923
29.556,-0.918266,-0.916909,0.0518891,-0.912811,-2.72072
29.561,-0.918266,-0.917956,0.0691182,-0.912963,-2.47264
29.566,-0.918266,-0.917919,0.0683474,-0.913108,-2.58975
29.571,-0.918266,-0.917924,0.067176,-0.913245,-2.60092
29.576,-0.91922,-0.91793,0.0661258,-0.913374,-2.60826
29.581,-0.91922,-0.918844,0.0815607,-0.913496,-2.38834
29.586,-0.91922,-0.91881,0.0812626,-0.91361,-2.48782
29.591,-0.91922,-0.918812,0.080631,-0.913716,-2.49448
29.596,-0.919766,-0.918815,0.0801223,-0.913815,-2.49765
29.601,-0.919766,-0.919337,0.0890915,-0.913906,-2.37049
29.606,-0.919766,-0.919317,0.0891285,-0.913989,-2.42541
29.611,-0.919766,-0.919317,0.0890329,-0.914064,-2.42683
29.616,-0.919971,-0.919317,0.0890656,-0.914132,-2.42583
29.621,-0.919971,-0.919511,0.092737,-0.914193,-2.37528
29.627,-0.919971,-0.919502,0.0931435,-0.914245,-2.39236
29.631,-0.919971,-0.9195,0.0935849,-0.91429,-2.38873
29.636,-0.920141,-0.919497,0.094159,-0.914327,-2.38354
29.641,-0.920141,-0.919656,0.0977881,-0.914357,-2.33692
29.646,-0.920141,-0.919645,0.0987189,-0.914379,-2.34647
29.651,-0.920141,-0.919641,0.0997014,-0.914393,-2.3386
29.656,-0.920312,-0.919635,0.100817,-0.9144,-2.32925
29.661,-0.920312,-0.919794,0.10417,-0.9144,-2.28957
29.666,-0.920312,-0.919786,0.104284,-0.9144,-2.30858
29.672,-0.920312,-0.919786,0.104287,-0.9144,-2.30918
29.676,-0.920312,-0.919786,0.104287,-0.9144,-2.3092
29.681,-0.920312,-0.919786,0.104287,-0.9144,-2.3092
29.686,-0.920312,-0.919786,0.104287,-0.9144,-2.3092
29.691,-0.920312,-0.919786,0.104287,-0.9144,-2.3092
29.696,-0.920346,-0.919786,0.104287,-0.9144,-2.3092
29.701,-0.920346,-0.919818,0.104871,-0.9144,-2.30112
29.706,-0.920346,-0.919817,0.104888,-0.9144,-2.30449
29.711,-0.920346,-0.919817,0.104889,-0.9144,-2.30458
29.717,-0.92038,-0.919817,0.104889,-0.9144,-2.30458
29.722,-0.92038,-0.919849,0.105472,-0.9144,-2.2965
29.73,-0.92038,-0.919848,0.10549,-0.9144,-2.29987
29.733,-0.92038,-0.919848,0.10549,-0.9144,-2.29996
29.736,-0.92055,-0.919848,0.10549,-0.9144,-2.29996
29.742,-0.92055,-0.92001,0.10841,-0.9144,-2.25958
29.746,-0.92055,-0.920004,0.108496,-0.9144,-2.27642
29.751,-0.92055,-0.920003,0.108498,-0.9144,-2.27687
29.756,-0.920755,-0.920003,0.108498,-0.9144,-2.27688
29.761,-0.920755,-0.920198,0.112002,-0.9144,-2.22842
29.766,-0.920755,-0.92019,0.112105,-0.9144,-2.24862
29.771,-0.920755,-0.92019,0.112108,-0.9144,-2.24916
29.776,-0.92096,-0.92019,0.112108,-0.9144,-2.24918
29.781,-0.92096,-0.920385,0.115611,-0.9144,-2.20071
29.787,-0.92096,-0.920376,0.115715,-0.9144,-2.22092
29.791,-0.92096,-0.920376,0.115717,-0.9144,-2.22146
29.796,-0.92113,-0.920376,0.115717,-0.9144,-2.22147
29.801,-0.92113,-0.920539,0.118637,-0.9144,-2.18109
29.806,-0.92113,-0.920532,0.118723,-0.9144,-2.19793
29.811,-0.92113,-0.920532,0.118725,-0.9144,-2.19837
29.816,-0.921335,-0.920532,0.118725,-0.9144,-2.19839
29.821,-0.921335,-0.920726,0.122229,-0.9144,-2.14992
29.826,-0.921335,-0.920718,0.122332,-0.9144,-2.17013
29.831,-0.921335,-0.920718,0.122335,-0.9144,-2.17067
29.836,-0.921574,-0.920718,0.122335,-0.9144,-2.17068
29.841,-0.921574,-0.920945,0.126423,-0.9144,-2.11414
29.846,-0.921574,-0.920936,0.126543,-0.9144,-2.13772
29.851,-0.921574,-0.920936,0.126546,-0.9144,-2.13835
29.856,-0.921676,-0.920935,0.126546,-0.9144,-2.13836
29.861,-0.921676,-0.921033,0.128298,-0.9144,-2.11413
29.866,-0.921676,-0.921029,0.12835,-0.9144,-2.12423
29.871,-0.921676,-0.921029,0.128351,-0.9144,-2.1245
29.876,-0.92171,-0.921029,0.128351,-0.9144,-2.12451
29.881,-0.92171,-0.921061,0.128935,-0.9144,-2.11643
29.886,-0.92171,-0.92106,0.128952,-0.9144,-2.1198
29.891,-0.92171,-0.92106,0.128953,-0.9144,-2.11989
29.896,-0.921744,-0.92106,0.128953,-0.9144,-2.11989
29.901,-0.921744,-0.921092,0.129537,-0.9144,-2.11182
29.906,-0.921744,-0.921091,0.129554,-0.9144,-2.11518
29.911,-0.921744,-0.921091,0.129554,-0.9144,-2.11527
29.916,-0.921744,-0.921091,0.129554,-0.9144,-2.11528
29.921,-0.921744,-0.921091,0.129554,-0.9144,-2.11528
29.926,-0.921744,-0.921091,0.129554,-0.9144,-2.11528
29.931,-0.921744,-0.921091,0.129554,-0.9144,-2.11528
29.936,-0.921744,-0.921091,0.129554,-0.9144,-2.11528
29.941,-0.921744,-0.921091,0.129554,-0.9144,-2.11528
29.946,-0.921744,-0.921091,0.129554,-0.9144,-2.11528
29.951,-0.921744,-0.921091,0.129554,-0.9144,-2.11528
29.956,-0.921778,-0.921091,0.129554,-0.9144,-2.11528
29.961,-0.921778,-0.921123,0.130138,-0.9144,-2.1072
29.966,-0.921778,-0.921122,0.130156,-0.9144,-2.11057
29.971,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
29.976,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
29.981,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
29.986,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
29.991,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
29.996,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
30.001,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
30.006,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
30.011,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
30.016,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
30.021,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
30.026,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
30.031,-0.921778,-0.921122,0.130156,-0.9144,-2.11066
30.036,-0.921812,-0.921122,0.130156,-0.9144,-2.11066
30.041,-0.921812,-0.921154,0.13074,-0.9144,-2.10258
30.046,-0.921812,-0.921153,0.130757,-0.9144,-2.10595
30.051,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.056,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.061,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.066,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.071,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.076,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.081,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.086,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.091,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.096,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.101,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.106,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.111,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.116,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.121,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.126,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.131,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.136,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.141,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.146,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.151,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.156,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.161,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.166,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.171,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.176,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.181,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.186,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.191,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.196,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.201,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.206,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.211,-0.921812,-0.921153,0.130758,-0.9144,-2.10604
30.216,-0.921846,-0.921153,0.130758,-0.9144,-2.10604
30.221,-0.921846,-0.921185,0.131342,-0.9144,-2.09797
30.226,-0.921846,-0.921184,0.131359,-0.9144,-2.10133
30.231,-0.921846,-0.921184,0.131359,-0.9144,-2.10142
30.236,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.241,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.246,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.251,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.256,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.261,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.266,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.271,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.276,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.281,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.286,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.291,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.296,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.301,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.306,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.311,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.316,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.321,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.326,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.331,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.336,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.341,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.346,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.351,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.356,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.361,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.366,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.371,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.376,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.381,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.386,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.391,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.396,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.401,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.406,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.411,-0.921846,-0.921184,0.131359,-0.9144,-2.10143
30.416,-0.92188,-0.921184,0.131359,-0.9144,-2.10143
30.421,-0.92188,-0.921217,0.131943,-0.9144,-2.09335
30.426,-0.92188,-0.921215,0.13196,-0.9144,-2.09672
30.431,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.436,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.441,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.446,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.451,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.456,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.461,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.466,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.471,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.476,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.481,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.486,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
